entity_a_id,entity_b_id,entity_a_name,entity_b_name,match_score,merge_accepted
firm_25603,firm_401104903,"ML STRATEGIES, LLC","REM STRATEGIES, LLC",91.89,False
firm_401104546,firm_401104903,"SIMS STRATEGIES, LLC","REM STRATEGIES, LLC",87.18,False
firm_58432,firm_401104903,"PARK STRATEGIES, LLC","REM STRATEGIES, LLC",87.18,False
firm_401103849,firm_401104903,"R2P STRATEGIES, LLC","REM STRATEGIES, LLC",89.47,False
firm_401104776,firm_401104903,MGD STRATEGIES LLC,"REM STRATEGIES, LLC",86.49,False
firm_401103711,firm_401104903,"NEXA STRATEGIES, LLC","REM STRATEGIES, LLC",87.18,False
firm_401103804,firm_401104903,"RUHLEN STRATEGIES, LLC","REM STRATEGIES, LLC",87.8,False
firm_306374,firm_401105255,PHB PUBLIC AFFAIRS,BASS PUBLIC AFFAIRS,86.49,False
firm_400605842,firm_401104251,"W STRATEGIES, LLC","TUSK STRATEGIES, LLC",86.49,False
firm_401104860,firm_401104251,VS STRATEGIES LLC,"TUSK STRATEGIES, LLC",86.49,False
firm_401103346,firm_83490,"EDNEXUS ADVISORS, LLC","EDENS ADVISORY, LLC",85.0,False
firm_400605842,firm_401103117,"W STRATEGIES, LLC","B3 STRATEGIES, LLC",85.71,False
firm_401104653,firm_401103117,"BOLD STRATEGIES, LLC","B3 STRATEGIES, LLC",89.47,False
firm_401109669,firm_401103117,"B HALL STRATEGIES, LLC","B3 STRATEGIES, LLC",85.0,False
firm_401103260,firm_401103117,"E2 STRATEGIES, LLC","B3 STRATEGIES, LLC",88.89,False
firm_401104415,firm_401103117,HR STRATEGIES LLC,"B3 STRATEGIES, LLC",85.71,False
firm_401107334,firm_401103117,"KED STRATEGIES, LLC","B3 STRATEGIES, LLC",86.49,False
firm_401106746,firm_401103117,AU STRATEGIES LLC,"B3 STRATEGIES, LLC",85.71,False
firm_401104590,firm_401103117,"AKF STRATEGIES, LLC","B3 STRATEGIES, LLC",86.49,False
firm_401107923,firm_401103117,"BARSA STRATEGIES, LLC","B3 STRATEGIES, LLC",87.18,False
firm_401105565,firm_401103117,LJ STRATEGIES LLC,"B3 STRATEGIES, LLC",85.71,False
firm_401103948,firm_401104173,"MLT CONSULTING, LLC",RNL CONSULTING LLC,86.49,False
firm_401105929,firm_401109379,"TEN GOVERNMENT STRATEGIES, LLC","RAAB GOVERNMENT STRATEGIES, LLC",85.25,False
firm_400427054,firm_401108157,"BEDROCK STRATEGIES, LLC","E2C STRATEGIES, LLC",85.71,False
firm_401104653,firm_401103200,"BOLD STRATEGIES, LLC","D&D STRATEGIES, LLC",87.18,False
firm_401103260,firm_401103200,"E2 STRATEGIES, LLC","D&D STRATEGIES, LLC",86.49,False
firm_401105543,firm_401103200,FJD STRATEGIES LLC,"D&D STRATEGIES, LLC",86.49,False
firm_401107334,firm_401103200,"KED STRATEGIES, LLC","D&D STRATEGIES, LLC",89.47,False
firm_401103117,firm_401103200,"B3 STRATEGIES, LLC","D&D STRATEGIES, LLC",86.49,False
firm_401104132,firm_401107348,PINE STREET STRATEGIES,"PRINCE STREET STRATEGIES, LLC",86.27,False
firm_401107188,firm_401108409,"YC CONSULTING, LLC","STOICK CONSULTING, LLC",85.0,False
firm_401106551,firm_401109270,"TIDAL STRATEGIES, LLC",TALLEY STRATEGIES LLC,85.71,False
firm_8101,firm_401108728,"CAPITOL ASSOCIATES, INC.",CAPITOL HILL ASSOCIATES,85.11,False
firm_400944725,firm_401107053,DOGWOOD STRATEGIES,DOGWOOD STRATEGIES INC,90.0,False
firm_60537,firm_401103148,"IETAN CONSULTING, LLC","FRANZ CONSULTING, LLC",85.71,False
firm_401104807,firm_401103148,"GLAZE CONSULTING, LLC","FRANZ CONSULTING, LLC",85.71,False
firm_316571,firm_401105531,"LINCHPIN STRATEGIES, LLC","FINN STRATEGIES, LLC",86.36,False
firm_401105998,firm_401105531,"GRIFFIN STRATEGIES, LLC","FINN STRATEGIES, LLC",88.37,False
firm_401104590,firm_401105531,"AKF STRATEGIES, LLC","FINN STRATEGIES, LLC",87.18,False
firm_401106115,firm_401106309,"GORMAN STRATEGY GROUP, TOO",GORMAN STRATEGY GROUP,89.36,False
firm_401107560,firm_401105193,"THE 51 GROUP, LLC","THE BLC GROUP, LLC",85.71,False
firm_401104188,firm_401108921,DMM STRATEGIES,MVP STRATEGIES,85.71,False
firm_401104815,firm_401108921,RML STRATEGIES,MVP STRATEGIES,85.71,False
firm_401107007,firm_401108921,JPC STRATEGIES,MVP STRATEGIES,85.71,False
firm_401103939,firm_401108921,GM STRATEGIES,MVP STRATEGIES,88.89,False
firm_401105034,firm_401108921,LOP STRATEGIES,MVP STRATEGIES,85.71,False
firm_401105459,firm_401108921,BPO STRATEGIES,MVP STRATEGIES,85.71,False
firm_16635,firm_401106713,GOVERNMENT RELATIONS INC,MERIDIAN GOVERNMENT RELATIONS,86.79,False
firm_400816427,firm_401108803,"D SQUARED TAX STRATEGIES, LLC",G SQUARED STRATEGIES LLC,86.79,False
client_00106,client_00112,UNIVERSITY OF CALIFORNIA,CALIFORNIA STATE UNIVERSITY,86.27,False
firm_87392,client_00175,CCMSC CORPORATION,CBS CORPORATION,87.5,False
client_00127,client_00175,BASF CORPORATION,CBS CORPORATION,90.32,False
client_00298,client_00308,"SAREPTA THERAPEUTICS, INC.","SPARK THERAPEUTICS, INC.",88.0,False
client_00041,client_00310,"LUMEN TECHNOLOGIES, INC.","L3 TECHNOLOGIES, INC.",88.89,False
firm_286017,client_00320,ASSOCIATION OF EQUIPMENT MANUFACTURERS,MOTOR & EQUIPMENT MANUFACTURERS ASSOCIATION,91.36,False
client_00207,client_00383,AON CORPORATION,ARCONIC CORPORATION,88.24,False
client_00062,client_00435,SELECT MEDICAL HOLDINGS CORPORATION,SELECT MEDICAL CORPORATION,85.25,False
client_00211,client_00494,SONY PICTURES ENTERTAINMENT INC.,SONY PICTURES ENTERTAINMENT,91.53,False
firm_38687,client_00522,"TWENTY-FIRST CENTURY GROUP, INC.","TWENTY-FIRST CENTURY FOX, INC.",90.32,False
client_00260,client_00543,CERBERUS CAPITAL MANAGEMENT,"CERBERUS CAPITAL MANAGEMENT, L.P.",90.0,False
client_00332,client_00567,KLA CORPORATION,PPL CORPORATION,86.67,False
client_00260,client_00658,CERBERUS CAPITAL MANAGEMENT,"CERBERUS CAPITAL MANAGEMENT, L.P.",90.0,False
client_00005,client_00911,AMERICA'S HEALTH INSURANCE PLANS INC (AHIP),AMERICA'S HEALTH INSURANCE PLANS,85.33,False
client_00212,client_00933,NATIONAL ASSOCIATION OF BENEFITS AND INSURANCE PROFESSIONALS,NATIONAL ASSOCIATION OF PROFESSIONAL INSURANCE AGENTS,86.73,False
client_00486,client_01000,UNIVERSITY OF ALASKA,UNIVERSITY OF NEBRASKA,85.71,False
client_00040,client_01033,GOLDMAN SACHS GROUP INC,"THE GOLDMAN SACHS GROUP, INC",90.2,False
client_00015,client_01057,"AIR TRANSPORT ASSOCIATION OF AMERICA, INC. (D/B/A AIRLINES FOR AMERICA)",AIRLINES FOR AMERICA (FORMERLY AIR TRANSPORT ASSOCIATION OF AMERICA INC.),88.89,False
client_00630,client_01099,MASCO CORPORATION,SYSCO CORPORATION,88.24,False
firm_87392,client_01154,CCMSC CORPORATION,CAMECO CORPORATION,85.71,False
client_00232,client_01172,BRIDGESTONE AMERICAS INC,BRIDGESTONE AMERICAS HOLDING INC,85.71,False
client_00210,client_01184,AMERICAN RESORT DEVELOPMENT ASSN,AMERICAN RESORT DEVELOPMENT ASSOCIATION,90.14,False
client_00859,client_01239,"DENDREON PHARMACEUTICALS, LLC",CENTRIENT PHARMACEUTICALS LLC,86.21,False
client_00480,client_01254,ENERGY TRANSFER PARTNERS,"ENERGY TRANSFER PARTNERS, L.P.",88.89,False
firm_401107305,client_01261,HNI CORPORATION,HNTB CORPORATION,90.32,False
client_00490,client_01264,NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION,87.76,False
client_00837,client_01287,"FOUNDATION MEDICINE, INC.",FOUNDATION MEDICINE,86.36,False
client_00114,client_01301,APOLLO GLOBAL MANAGEMENT,APOLLO MANAGEMENT LP,86.36,False
firm_13712,client_01324,"EOP GROUP, INC.","CME GROUP, INC.",86.67,False
client_00718,client_01335,LARGE UROLOGY GROUP PRACTICE ASSOCIATION,LARGE UROLOGY GROUP PRACTICE ASSOCIATION (LUGPA),90.91,False
client_00486,client_01351,UNIVERSITY OF ALASKA,UNIVERSITY OF KANSAS,85.0,False
client_00476,client_01366,FINANCIAL OVERSIGHT & MANAGEMENT BOARD OF PUERTO RICO,FINANCIAL OVERSIGHT AND MANAGEMENT BOARD FOR PUERTO RICO,89.91,False
client_00490,client_01385,NATIONAL TELECOMMUNICATIONS COOPERATIVE ASSOCIATION,NATIONAL CABLE AND TELECOMMUNICATIONS ASSOCIATION,86.0,False
firm_401017872,client_01395,"JGB & ASSOCIATES, LLC",GBX ASSOCIATES LLC,87.18,False
client_01264,client_01399,NATIONAL CABLE & TELECOMMUNICATIONS ASSOCIATION,"NATIONAL CABLE AND TELECOMMUNICATIONS ASSOCIATION (""NCTA"")",87.62,False
client_00986,client_01400,NATURAL GAS SUPPLY ASSOCIATION,NATURAL GAS SUPPLY ASSN,86.79,False
client_01076,client_01410,WINDOW COVERING MANUFACTURERS ASSOCIATION,WINDOW AND DOOR MANUFACTURERS ASSOCIATION,85.37,False
client_01023,client_01459,DYNAVAX TECHNOLOGIES,DYNAVAX TECHNOLOGIES CORP.,86.96,False
client_00480,client_01470,ENERGY TRANSFER PARTNERS,"ENERGY TRANSFER PARTNERS, L.P.",88.89,False
client_00044,client_01487,"SALESFORCE, INC.",SALESFORCE.COM INC.,85.71,False
client_00053,client_01493,AMERICAN CLINICAL LABORATORY ASSN,AMERICAN CLINICAL LABORATORY ASSOCIATION,90.41,False
client_00519,client_01499,PRINCETON UNIVERSITY,RICE UNIVERSITY,85.71,False
client_00127,client_01508,BASF CORPORATION,BALL CORPORATION,87.5,False
client_00585,client_01509,"BEONE MEDICINES USA, INC (FORMERLY BEIGENE USA, INC.)","BEONE MEDICINES USA, INC. (FKA BEIGENE USA, INC.)",90.2,False
client_00279,client_01533,LARGE PUBLIC POWER COUNCIL,PUBLIC POWER COUNCIL,86.96,False
client_01517,client_01535,AMERICAN RENTAL ASSOCIATION,AMERICAN HOSPITAL ASSOCIATION,85.71,False
client_00020,client_01540,NATIONAL ASSOCIATION OF CHILDREN'S HOSPITALS (N.A.C.H.),NATIONAL ASSOCIATION OF CHILDREN'S HOSPITALS,88.89,False
client_00495,client_01579,"QVC GROUP, INC.","LHC GROUP, INC.",86.67,False
client_01427,client_01623,"H&R BLOCK MANAGEMENT, LLC",H & R BLOCK MANAGEMENT LLC,86.27,False
client_00255,client_01653,ACADIA PHARMACEUTICALS,"ACADIA PHARMACEUTICALS, INC.",88.0,False
client_00511,client_01674,"STRIPE, INC.","STRIDE, INC.",91.67,False
client_00085,client_01680,REINSURANCE ASSN OF AMERICA,AMERICAN INSURANCE ASSN,88.0,False
client_01031,client_01682,SRC INC.,SERCO INC.,88.89,False
client_00092,client_01740,PRIMERICA LIFE INSURANCE COMPANY,PACIFIC LIFE INSURANCE COMPANY,87.1,False
client_00029,client_01765,EXELON BUSINESS SERVICES LLC,"EXELON BUSINESS SERVICES CO., LLC",91.8,False
client_00683,client_01818,INTERNATIONAL BOTTLED WATER ASSOCIATION (IBWA),INTERNATIONAL BOTTLED WATER ASSOCIATION,91.76,False
client_00132,client_01821,"JAZZ PHARMACEUTICALS, INC.",JAZZ PHARMACEUTICALS,86.96,False
client_01582,client_01830,UNIVERSITY OF MISSISSIPPI,MISSISSIPPI STATE UNIVERSITY,86.79,False
client_01684,client_01846,TRIMBLE NAVIGATION LIMITED,TRIMBLE NAVIGATION LTD,91.67,False
client_01553,client_01850,UNIVERSITY OF PHOENIX,"UNIVERSITY OF PHOENIX, INC.",87.5,False
client_01430,client_01907,TEXAS HOSPITAL ASSOCIATION,IOWA HOSPITAL ASSOCIATION,86.27,False
client_00332,client_01919,KLA CORPORATION,NIKOLA CORPORATION,90.91,False
client_01274,client_01925,LOYOLA UNIVERSITY CHICAGO,UNIVERSITY OF CHICAGO,86.96,False
client_01896,client_01934,COMPRESSED GAS ASSOCIATION,"COMPRESSED GAS ASSOCIATION, INC.",89.66,False
client_00310,client_01989,"L3 TECHNOLOGIES, INC.","SIGA TECHNOLOGIES, INC.",86.36,False
client_01439,client_02003,HARTFORD FINANCIAL SERVICES GROUP,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",86.84,False
firm_401106266,client_02059,"OCEAN SPRAY CRANBERRIES, INC",OCEAN SPRAY CRANBERRIES,90.2,False
client_01760,client_02068,"AMAZON.COM SERVICES, INC.",AMAZON.COM SERVICES LLC,87.5,False
client_01485,client_02077,NATIONAL LIFELINE ASSOCIATION,NATIONAL LIMOUSINE ASSOCIATION,88.14,False
client_00020,client_02092,NATIONAL ASSOCIATION OF CHILDREN'S HOSPITALS (N.A.C.H.),NATIONAL ASSOCIATION OF CHILDREN'S HOSPITALS,88.89,False
client_00608,client_02107,INTERNATIONAL SWAPS & DERIVATIVES ASSOCIATION INC,INTERNATIONAL SWAPS AND DERIVATIVES ASSOCIATION,91.67,False
client_00025,client_02157,"HORIZON THERAPEUTICS USA, INC. (FKA HORIZON PHARMA USA, INC.)",HORIZON THERAPEUTICS (F/K/A) HORIZON PHARMA USA INC,85.71,False
client_01236,client_02159,OHIO FARM BUREAU FEDERATION,MISSOURI FARM BUREAU FEDERATION,86.21,False
client_00999,client_02165,UNITEDHEALTH GROUP,"UNITEDHEALTH GROUP, INC.",85.71,False
client_01576,client_02168,AMAZON CORPORATE LLC,AMAZON CORPORATE,88.89,False
client_00977,client_02228,GREATER NEW YORK HOSPITAL ASSN,GREATER NEW YORK HOSPITAL ASSOCIATION,89.55,False
client_01396,client_02254,HYUNDAI MOTOR COMPANY,"HYUNDAI MOTOR COMPANY, LTD.",87.5,False
client_00567,client_02272,PPL CORPORATION,PHLOW CORPORATION,87.5,False
client_01621,client_02276,BROWARD COUNTY FLORIDA,"BROWARD COUNTY, FL",85.0,False
client_01655,client_02297,ALTRIA CLIENT SERVICES,"ALTRIA CLIENT SERVICES, LLC",89.8,False
client_01747,client_02324,BAVARIAN NORDIC INC.,BAVARIAN NORDIC,85.71,False
firm_401104430,client_02334,"EFB ADVOCACY, LLC","HCBS ADVOCACY, LLC",85.71,False
firm_401107390,client_02334,"DC ADVOCACY, LLC","HCBS ADVOCACY, LLC",88.24,False
client_00212,client_02341,NATIONAL ASSOCIATION OF BENEFITS AND INSURANCE PROFESSIONALS,NATIONAL ASSOCIATION OF BENEFITS AND INSURANCE PROFESSIONALS (FKA NAHU),91.6,False
client_01463,client_02342,CALIFORNIA ASSOCIATION OF REALTORS,NATIONAL ASSOCIATION OF REALTORS,87.88,False
client_01760,client_02364,"AMAZON.COM SERVICES, INC.",AMAZON.COM SERVICES LLC,87.5,False
client_00557,client_02366,AMERICAN COLLEGE OF PHYSICIANS,AMERICAN COLLEGE OF EMERGENCY PHYSICIANS,85.71,False
client_00847,client_02367,THE AMERICAN COUNCIL OF LIFE INSURERS,AMERICAN COUNCIL OF LIFE INSURERS (ACLI),85.71,False
client_00564,client_02396,THE UNIVERSITY OF NORTH CAROLINA SYSTEM,NORTH CAROLINA STATE UNIVERSITY,85.71,False
client_01493,client_02405,AMERICAN CLINICAL LABORATORY ASSOCIATION,AMERICAN CLINICAL LABORATORY ASSOCIATION (ACLA),91.95,False
client_00935,client_02409,DAIMLER TRUCK NORTH AMERICA LLC,DAIMLER TRUCKS NORTH AMERICA,91.53,False
client_00025,client_02415,"HORIZON THERAPEUTICS USA, INC. (FKA HORIZON PHARMA USA, INC.)","HORIZON THERAPEUTICS USA, INC. (FORMERLY KNOWN AS HORIZON PHARMA USA, INC.)",88.24,False
client_01989,client_02424,"SIGA TECHNOLOGIES, INC.",SIGA TECHNOLOGIES,85.0,False
client_00150,client_02428,AMERICAN ACADEMY OF NEUROLOGY,AMERICAN ACADEMY OF DERMATOLOGY,90.0,False
client_00331,client_02439,UNIVERSITY OF COLORADO,COLORADO STATE UNIVERSITY,85.11,False
client_01489,client_02458,TC ENERGY CORPORATION,NUSTAR ENERGY CORPORATION,86.96,False
client_01125,client_02462,SHARE OUR STRENGTH,"SHARE OUR STRENGTH, INC.",85.71,False
client_00993,client_02482,RTX CORPORATION,EQT CORPORATION,86.67,False
client_00961,client_02523,ENERGY INFRASTRUCTURE COUNCIL FKA MASTER LIMITED PARTNERSHIP ASSOCIATION,ENERGY INFRASTRUCTURE COUNCIL (FKA MASTER LIMITED PARTNERSHIP ASSOC),88.57,False
client_00975,client_02543,"AT&T SERVICES, INC.","APA SERVICES, INC.",86.49,False
client_01617,client_02543,"ARAMARK SERVICES, INC.","APA SERVICES, INC.",85.0,False
client_00854,client_02550,CENTERPOINT ENERGY,"CENTERPOINT ENERGY, INC.",85.71,False
client_00550,client_02576,OPTIONS CLEARING CORPORATION (OCC),OPTIONS CLEARING CORPORATION,90.32,False
client_02205,client_02577,PACIFIC GAS AND ELECTRIC,PACIFIC GAS & ELECTRIC,91.3,False
client_00215,client_02619,"SIERRA NEVADA COMPANY, LLC",SIERRA NEVADA COMPANY,89.36,False
client_00247,client_02627,"SUMITOMO PHARMA AMERICA, INC. (FORMERLY SUNOVION PHARMACEUTICALS INC.)","SUMITOMO PHARMA CO., LTD. (FORMERLY SUNOVION PHARMACEUTICALS, INC.)",87.59,False
client_00649,client_02633,ASSURED GUARANTY LTD. (AGL),ASSURED GUARANTY LTD,85.11,False
